"intCommonNameID","intBiotaID","vchrCommonName","intRefID","vchrRefPage","txtNotes","GUID"
"18875","100778","PALTA","","","","{EB4DE10F-0CCD-4F86-AF70-BFFB2A8EE08A}"
"18881","69068","-","","","","{C9F7B40F-CDF0-450D-83A9-BC4D25C09078}"
"19249","71213","FLAG","","","","{9FC0BC20-96AA-411E-A69F-7BBFE3495405}"
"19250","71213","FLEUR-DE-LIS","","","","{68AFBF87-4616-4C3F-B39C-63420E8984FD}"
"19251","71213","IRIS","","","","{3739E5B8-DD6F-4BDB-8289-757FD79EFAAD}"
"19252","71213","SWORD LILY","","","","{2B222F4B-5AD2-4BEB-A29C-69FEDA890CD1}"
"19257","81493","JERUSALEM ARTICHOKE","","","","{3209BDBA-8DB7-4A48-8D46-0276EFAE2023}"
"19258","81493","TOPINAMBOUR","","","","{6113BE3F-AA39-40AE-9314-192E73BCA176}"
"19275","71465","JUTE","","","","{5F4286D6-B352-4C24-9D93-DD3BCB1AF07E}"
"19307","82720","NISPERO","","","","{1C0D9463-1755-453D-98E6-0316E00D817C}"
"19310","70572","PRICKLY LETTUCE","","","","{9AAFF915-0DA2-4EC0-9452-786E805CA117}"
"19334","82754","KUINI","","","","{35750E7C-BE4F-4F15-B4E8-3EF46728F41C}"
"19335","82754","KURWINI MANGO","","","","{8069459C-0EFB-4A80-9107-B9B67A4E9102}"
"19344","82760","CHICLE","","","","{262994EB-64FF-4A3F-902D-A753E84DEC13}"
"19351","71130","-","","","","{40A481F4-600B-4C13-B33E-D5795D799548}"
"19357","82769","INDIAN ALMOND","","","","{249A3145-76B0-47ED-941F-30E2EF75F86A}"
"19358","82769","KATAPANG","","","","{AD7B5C17-7037-45AF-958B-2C76F750169E}"
"19359","82769","MYROBALAN","","","","{CB6551B7-C9CA-419A-BC19-29F8302D63F0}"
"19360","82769","WATER ALMOND","","","","{D4CBB39A-E0DF-4F35-B40E-F6DAA568B573}"
"19365","82779","LONGAN","","","","{461D9FE4-6B0E-4826-BEB1-950390179293}"
"19377","82796","AFRICAN OIL PALM; OIL PALM","","","","{92F0559A-B98B-4C23-ADBB-B7676E09C9E5}"
"19384","71379","-","","","","{1445EF75-15B8-49B8-BEB0-822D038A2D3A}"
"19400","82819","GEAN; WILD CHERRY; MAZZARD","","","","{7FA6554B-B48A-4735-99DD-8941F9D9B7C6}"
"19401","82819","SWEET CHERRY; BIRD CHERRY","","","","{83975761-0518-4187-B55B-7A30444B51B7}"
"19408","82827","GERANIUM","","","","{631C8762-C01F-4D6B-BBA9-6A2360C788A5}"
"19409","68139","-","","","","{F526311F-84AF-4F6D-B460-FED2F5F77E49}"
"19418","67420","CANARY GRASS","","","","{447E4C5F-A89F-4E52-96A0-0F8A548937E3}"
"19424","67388","PANIC GRASS; CRAB GRASS","","","","{9987D63F-693E-4E1A-B898-A680BC08BDFA}"
"19426","82845","PINEAPPLE","","","","{2C6FB0EE-078A-4A8A-B45E-71646C300570}"
"19427","82846","KAVA; KAVA-KAVA","","","","{E50326F5-F392-49F0-91D3-27A0797C3164}"
"19433","70585","BROOM MILLET","","","","{CDAE3BB4-46BD-4238-A73B-F357466CF42A}"
"19434","70585","COMMON MILLET","","","","{5EE7667E-57FA-4819-8723-298D104745F2}"
"19435","70585","FRENCH MILLET; MILLET PANIC","","","","{3661B92C-91AA-494C-98D6-FEACFBBBBFBE}"
"19436","70585","MILLET; BROOM CORN MILLET","","","","{D165DEF6-949A-4735-A826-1C3B63C3E929}"
"18842","82345","ARECA PALM","","","","{F427F04F-E8DD-439F-9467-58BC38E5606E}"
"18906","82395","FALSE NETTLE","","","","{E1B17B61-98A1-4C43-A1C4-F30ABF7FD147}"
"19394","82812","PANDANUS PALM","","","","{F9B25E38-D694-4614-8EDB-B95173EC32D1}"
"26997","97100","<New1>","0","","is Casuariiformes a valid synonym of the order? - GRBrown June 2003","{E713B2D6-FF41-4939-823B-6AF216070C7E}"
"25607","89620","RED MOMBIN","","","","{B55476B9-D555-48BC-96BF-F2DAE50901FB}"
"25608","89620","SPANISH PLUM","","","","{15A0D97F-35A5-475A-A613-9622118E858E}"
"25642","98998","BLACK PALM","","","","{7F1D9AD5-A3F1-4C09-AF26-6C683E4B53BE}"
"25643","98997","BLACK PALM","","","","{D795D225-100C-41D5-B30B-FAE11C425BEB}"
"27128","97252","Magpie Goose","-1","","","{2EE9E9E2-6F4D-48DB-83FF-CA95451A8D62}"
"27135","104979","Duck Viral Hepatitis","0","","","{A5B155EC-941A-4270-829A-387A6100FDEB}"
"27138","100599","Wongai or Spear Wattle","0","","","{8E16F1A9-7DFF-41F8-B90F-C14E4AFEEA84}"
"27143","106460","Australian White Ibis","0","","","{062BAC50-0AF1-4647-96FC-05125DCEBEF3}"
"27162","106581","Pied Imperial pigeon","0","","","{F05D9D2A-BD7A-4360-B4DD-BFD5E9E7BB9F}"
"27177","107110","Kanowe","0","","","{03CA32B9-270E-45ED-8F27-48CF216B7FF0}"
"27243","107920","Wild Banana Variety","0","","","{CD940062-8BD9-48C4-A67D-05CB0A59C129}"
"27300","106458","Turkey","0","","","{FA450D0A-038F-49E0-9BF9-22853ACD3505}"
"25775","90124","ELEPHANT YAM","","","","{2B8C045B-11DB-49EB-A089-328A252E7DCD}"
"25776","90124","TELLINGO POTATO","","","","{BB9CE555-BCB8-40D0-9CA8-6B7926C94738}"
"25844","84894","ROCK ROSE FAMILY","","","","{1BA90057-BAA7-4042-82D2-05E825E00F43}"
"27038","80418","WNV","0","","","{711AF9CA-3ADE-4EA8-B49B-54F320722400}"
"25727","70673","FULL PANIC GRASS","","","","{AD13D05B-A459-4C15-9560-3BAB53429B28}"
"25556","89526","LETTUCE","","","","{01B40525-54A3-4E17-B8C2-C15A45E76B72}"
"27478","113667","Graveyard beetle","0","","","{B57E2562-EC47-43F1-99C6-484367FE6681}"
"59","52166","PINK DISEASE","","","","{D17F6639-59F2-4F25-887C-D63C96C9C87C}"
"27480","113671","Japanese pavement ant","0","","","{890CE051-3368-40F0-B0CE-7499B128C44E}"
"27482","113676","Leaf-footed pine seed bug","0","","","{E212AEAC-7A8E-4E2F-B82B-DCB0A17D7652}"
"76","52257","WOOD ROT","","","","{131F92E2-60D8-4AC0-8CD7-CBF7823DEF00}"
"27483","114018","green-belly stink bug","0","","","{91F7B7B6-3145-4FE3-BE1A-C2E3E1A5053B}"
"27484","113453","Firebug","0","","","{64C49F45-5B79-4059-8079-A40F43C14C6F}"
"85","52291","SOOTY MOULD","","","","{1C2413FD-8D08-4581-9DD3-910278E65D5C}"
"92","52306","INFLORESCENCE SMUT","","","","{75814188-A82D-4C4D-B940-8F3CD5141B87}"
"93","52306","SMUT","","","","{8CE83495-B4DC-4594-B633-809238435B99}"
"94","52308","SOOTY MOULD","","","","{E5C918EA-CF9A-4291-9080-4624FF575B6D}"
"27486","113471","Equatorial spitting cobra","0","","","{9FD4536F-7752-4AFC-88C3-DE5270AA47C2}"
"101","52325","ASIATIC CANKER","","","","{D78CDA55-D37B-47DD-8315-58BDB6FC113C}"
"102","52325","BACTERIAL CANKER","","","","{97D32707-AA86-49A5-98E9-AA22BCCB8465}"
"103","52325","CANCROSIS A","","","","{5BFBE434-8C5A-4E35-9EE8-9ED91E3E59FE}"
"104","52325","CANCROSIS B","","","","{3F67577C-7F45-490B-BCBF-81C7D010CBFC}"
"109","52325","CANKER D","","","","{49D924C1-7D84-4A7C-8722-3341E7748A1C}"
"110","52325","CITRUS BACTERIOSIS","","","","{CAFB0DD5-C02D-48A4-9E4C-61D4BB58E759}"
"111","52325","CITRUS CANKER","","","","{170F9254-3746-40D9-AFD5-1766055F371E}"
"112","52325","FALSE CANKER","","","","{5C1805E2-6853-4007-872C-EC3AFAEBB805}"
"117","52332","PREDACIOUS DIVING BEETLES","","","","{88D12165-CF54-49EE-8174-C49419C8C247}"
"118","52332","WATER BEETLES","","","","{5BE15FFA-3C6F-46E1-8503-6DA703E9379C}"
"27490","113843","CHINESE WATER DRAGON","0","","","{9F6EAEE9-3F15-4858-82A0-B94D55DE0839}"
"121","52348","INFLORESCENCE SMUT","","","","{273CDB9D-C29C-4FA6-9CAD-84F235BB0C58}"
"128","52357","BAKER'S ITCH MITE","","","","{320D4F41-AEBB-4B0F-AC1D-3F718D9893FE}"
"129","52357","CEREAL MITE","","","","{27949E46-A0C0-48D7-9E3E-1E29DFE3B2D9}"
"134","52365","BULB MITE","","","","{7BCBCB28-2AAE-4DAB-9DFB-80A8036ACAF5}"
"135","52363","BULB MITES","","","","{0724D5FC-5D56-4F52-86C3-6C08970F6A71}"
"143","52374","STRAW MITE","","","","{FBEFB39E-8C7E-426C-B33F-A245E64D8A08}"
"144","52375","CHEESE MITE","","","","{A877671F-CC8A-4647-AA3E-24AB75DF53B5}"
"145","52375","COPRA MITE","","","","{18FA9E99-7CDA-4CC5-A6A4-2E7FE30274C8}"
"146","52375","MOULD MITE","","","","{7861C514-2200-476F-BEAA-4FDC28607FBD}"
"27491","52894","Pirate Spider","0","","","{F6B23152-BAAC-4362-B117-CC2CBB28A674}"
"161","52413","DRIEDFRUIT MITES","","","","{BDF253C1-B1F5-4686-BDFC-E16297BD8A2C}"
"162","52416","DRIED-FRUIT MITE","","","","{A8FBBD63-250B-425A-BAA9-6C301766A5F0}"
"171","52432","COSMOPOLITAN NEST MITE","","","","{9C86282B-C259-4475-951F-21BC5ED62C8D}"
"188","52457","PEACH SILVER MITE","","","","{FDD681F5-F2A5-47A2-BFEF-DD14F46E5B90}"
"196","52465","APPLE LEAF AND BUD MITE","","","","{7DA10A9C-3289-4883-9139-B5FE0DD4BEBB}"
"220","52489","CITRUS BUD MITE","","","","{964F634C-774A-4DC3-B786-59E5F00FE94D}"
"234","52509","MANGO RUST MITE","","","","{B248FB26-12E8-4D56-85AB-8AED6CD9C300}"
"270","80226","MITES","","","","{744C9A0E-9BD0-448F-A319-2FC1C55DE5E8}"
"27165","106668","GARDEN HOPPERS.","0","","","{1C796EEA-77DD-4258-B1F2-72EC1EA6CF3B}"
"279","52626","NEW ZEALAND PREDATORY MITE","","","","{235BAA48-0514-462C-8CFC-9F648D57CBCB}"
"302","52665","BEGONIA MITE","","","","{20EC81D8-F6FA-4F67-BA19-D952096D1F7E}"
"303","52665","CYCLAMEN MITE","","","","{D51C37B6-750B-48EF-A240-1561A315E863}"
"304","52665","CYCLAMEN STRAWBERRY MITE","","","","{A0E493DD-FD90-442A-8FDC-7BEFD9E6A6EE}"
"312","52673","BROAD MITE","0","","is the author Nietner, 1861 or Green, date? - GRBrown Feb 2005","{20EA17F8-802F-4FF5-8514-6BD5770E7309}"
"313","52673","CITRUS SILVER MITE","","","","{E3916BB4-C2B9-4091-91A0-28326AF56BC7}"
"327","52681","FALSE SPIDER MITE","","","","{75BDC979-B6EC-4CC3-8900-9C783462C30A}"
"328","52681","PASSIONVINE MITE","","","","{27FF473A-0582-4794-88F8-817731071DD3}"
"329","52681","RED AND BLACK FLAT MITE","","","","{B7564F9E-59AA-4B8B-82C5-AB45A60BB603}"
"330","52681","RED CREVICE TEA MITE","","","","{64719157-2A3A-4917-952F-62E7834D0E90}"
"343","52701","GRASS-PEAR MITE","","","","{C24134E3-8ED5-4A1C-AA0D-29FE7D2ED837}"
"344","52701","LUCERNE MITE","","","","{F6A7FA4A-C1BE-4ED9-97FA-07F20358130E}"
"345","52701","PEAR BRYOBIA","","","","{EEBF0BE7-A6BD-44C2-9609-3A232BF8403A}"
"354","52706","YELLOW SPIDER MITE","","","","{40263ADE-706D-4F63-A8E4-3E511DBBCB85}"
"362","52714","TEXAS CITRUS MITE","","","","{FDF95345-982E-47C7-85BB-864AF1B4CCD9}"
"363","52716","EUROPEAN RED MITE","","","","{D795B5DE-1BF0-4595-B134-89A892D4162F}"
"371","52723","MANGO RED SPIDER MITE","","","","{E29DC910-8E35-4B2B-960A-9D8F46803690}"
"27364","110036","Fairy ring spot of carnation","0","","","{B51D03F8-8BA3-4DA2-8804-8C748EDA1EF1}"
"27365","106481","DJENKOL WEEVIL","0","","","{87A594EF-122B-4578-8843-AB2E6E5F8E7E}"
"27368","110225","Rose of Jericho","0","","","{08E7E747-8FC9-4ED8-8A69-C28F6905EB6F}"
"27369","110225","Nabi booti","0","","","{E2E858E1-DFAA-4FEC-A3D9-CB84DB955FF0}"
"27370","110225","Maryam booti","0","","","{B9F9CE2A-D5C4-4B25-9B9E-B93481129733}"
"27378","106062","SQUIRREL TREEFROG","0","","","{ADE200A2-62DD-4483-ACE9-026BBACFF32A}"
"27380","104783","EGYPTIAN LOCUST","0","","","{49D060A7-C859-49B8-A442-411282ECF3B1}"
"411","52748","CHIGGER MITES","","","","{340D9E97-879B-4181-8FF9-BC3A8C590662}"
"412","52748","REDBUGS","","","","{C3EBB856-7277-471C-9E29-A7CA3CBF2442}"
"413","52750","TYDEID MITES","","","","{9374BE7F-0255-4155-84E1-5FBE5E5E8927}"
"420","52783","RED CRUST","","","","{67AB6043-FAB3-4FC4-B050-AECA43541D35}"
"421","52783","RED RUST","","","","{0C18EC3E-E5D9-4558-B103-4005B85F6BF2}"
"444","80660","HUNTSMAN SPIDERS","","","","{9976DEA9-5DEE-40F2-A9A4-0329361259CA}"
"445","52816","COMB FOOTED SPIDERS","","","","{4E666A3A-042C-48B7-AF70-AC92B4ACB0C3}"
"587","69259","BACTERIAL WILT","","","","{EF96AB83-6630-403D-90A9-F8ACC95B650F}"
"588","69259","BANANA BLOOD DISEASE","","","","{78C2F9F2-369A-4E10-B408-F2A030BB64DB}"
"589","69259","BROWN ROT","","","","{CD5FC7C2-E5EA-4732-B4EE-BFD299F6B80A}"
"596","52999","BACTERIAL BLIGHT","","","","{AD3970FD-3E88-4F06-8825-FEFB42BBB765}"
"597","52999","SOFT ROT","","","","{6EAE1DBD-7708-41DE-B3A5-A4B38521B606}"
"602","53023","BACTERIAL SHEATH ROT","","","","{E314EC7C-89B1-495E-B8D3-90D98DCA9648}"
"603","53023","CITRUS BLAST","","","","{383A0293-FA4A-48BC-A3DA-8536C918BC14}"
"604","53023","CITRUS PIT","","","","{CF137FE3-BC9C-47D7-918D-C83E8259EF96}"
"605","53024","LEAF SCALD","","","","{C2E33DB5-746D-467E-BA8E-B7962FB61E37}"
"610","53026","BACTERIAL SPECK","","","","{9AE7F88D-48D8-4EB7-BB41-ECCA8740944E}"
"611","53026","LEAF SPOT","","","","{8241A7CB-A55F-451D-BBF3-7D85B89E9007}"
"669","53057","CITRUS VARIGATED CHLOROSIS","","","","{610AE4B5-6188-4A0F-B24E-92AEB8914BC4}"
"670","53057","DECLINE (""DECLINIO"")","","","","{7725499D-8FAC-482A-8C1A-252CE80025C9}"
"671","53057","LEAF SCALD","","","","{C6BC3191-5CA1-40E9-8680-E8528EABA55B}"
"672","53057","LEAF SCORCH","","","","{875A13D3-981C-4A00-8A65-5AB7A1E3C073}"
"678","53060","COCKROACHES","","","","{700E835E-A30A-40C9-A2F2-7F874F278F3A}"
"681","53068","AMERICAN COCKROACH","","","","{9D723FDC-6E72-4E24-B806-CFBB4764644E}"
"686","53076","GERMAN COCKROACH","","","","{2E2679CD-2915-4B32-B5A6-F7FE52C8F0C7}"
"695","53092","HOUSE CENTIPEDES","","","","{E58C956F-E419-4C68-A8CE-25764442119B}"
"696","53102","GRAIN SPOT","","","","{76BC1F21-5E8E-45DC-9C8D-B23DD2AB9904}"
"697","53102","LEAF SPOT","","","","{702A112E-0D23-489A-B4C0-6C69399C75F7}"
"702","52221","BARK BEETLES","","","","{B8D75C5E-6766-431B-A2FD-DDBEBEFFD4EC}"
"703","52221","SNOUT BEETLES","","","","{E1E9CBFB-1291-454A-8695-4A85DDA1471C}"
"704","52221","WEEVILS","","","","{87BFBAAB-0DB9-42AF-A86A-667C5A35F0E3}"
"872","53376","BURNT PINE LONGHORN","","","","{34E4F7C7-07E3-4A9F-B437-2855AA0F4106}"
"453","52833","MONEY SPIDERS","","","","{057DC096-F207-47AA-BF99-CDA23BAC54D1}"
"454","52833","SHEETWEB SPIDERS","","","","{D2162661-0FE2-4DAA-931A-4ED157794F1B}"
"460","52815","TANGLE FOOT SPIDERS","","","","{9E33FA32-0321-443A-B76B-F4E8A897F515}"
"461","52815","WIDOW SPIDERS","","","","{734BB290-5B90-48E3-BF62-2D41702D08AE}"
"469","52857","BIRD-DROPPING SPIDERS","","","","{88452443-0D74-4611-8D23-782382B5E1B4}"
"470","52857","BOLAS SPIDERS","","","","{74D083E3-85AC-453D-9F27-B65CF21C0FC4}"
"471","52857","GARDEN SPIDERS","","","","{845672DF-16D1-49EF-991D-A160FEA6CBE3}"
"472","52857","GOLDEN ORB-WEAVERS","","","","{8AE87014-D4B0-4414-91B4-5032930B44D3}"
"479","52865","ST ANDREWS CROSS SPIDER","","","","{435954E6-2538-469A-BAE8-0C48C7781139}"
"480","52867","BIRD-DROPPING SPIDER","","","","{76B657B2-CFB7-45AF-A7B2-8EB4EA1CBD2A}"
"485","52874","GREY HOUSE SPIDER","","","","{53074B48-6CE6-40BC-8353-57B3C70BB3A0}"
"486","52874","WINDOW SPIDER","","","","{D7A6FFF6-1E0C-42B7-9CEA-5914B8D42E0C}"
"502","52899","""RONDKOP"" SPIDERS","","","","{A5647D2B-870C-48D1-A5E9-0D97D4C40DCA}"
"504","52842","DADDY-LONGLEGS SPIDERS","","","","{F97EF3A1-589E-40C8-8EC4-34E1727C3B9C}"
"505","108913","DOMESTIC SPIDER","","","","{E388129E-77C7-4CC0-872A-6F1F35A2FEDF}"
"510","52851","WIDOW SPIDERS","0","","","{4A703B40-53F2-4F81-87E1-422D9DF34814}"
"512","52815","COMB-FOOTED SPIDERS","","","","{1BB49378-3D36-409A-A563-F40CA373D3EC}"
"521","52932","FRECKLE","","","","{53F91FE7-D6A4-48E5-9357-39C51AD83DB6}"
"522","52934","CORDANA LEAF SPOT","","","","{69AA8908-1377-4D95-8BB6-C50DEB0947F0}"
"527","52943","BLACK CROSS","","","","{00BDAFA5-3913-4A78-A4E0-6FAF0D85DE54}"
"530","52950","HAIRY ROOT","","","","{F1FDB61D-01B2-4F77-802E-2B5A7DF46EA7}"
"555","52990","MOULD","","","","{4A954A89-6770-4329-AD4F-CC7994F2E8F0}"
"560","52992","BLUE MOULD","","","","{3AC91C3C-E898-49ED-B720-E0C5BB1D9A25}"
"561","52992","FRUIT ROT","","","","{D63D78F2-CA3E-44DD-8FC7-FA63148E4B9D}"
"569","53001","BACTERIAL STRIPE","","","","{ACA9D018-D4E7-4FDA-A0F6-B8819017FB71}"
"570","53001","LEAF SPOT","","","","{A45260A7-D27A-4540-9998-15AE3385AB9F}"
"571","53001","SEEDLING BLIGHT","","","","{2AB201DF-3BB3-457D-9F40-8C45B887F7F9}"
"572","53001","SEEDLING ROT","","","","{E46C1F26-479D-4223-B65C-3DEEE36DA6F3}"
"727","53141","HOUSE BORER","","","","{31A09AC5-63FD-4F38-ADA5-6DBE230C4ADF}"
"728","53144","COWPEA WEEVIL","","","","{8254B95D-36E3-4578-A683-4B9F0706A2CE}"
"729","53144","SOUTHERN COWPEA WEEVIL","","","","{741019C8-E652-46ED-9C51-60E878784C9C}"
"730","53144","SPOTTED COWPEA BRUCHID","","","","{DDE755C9-06C1-43F6-AA67-009B56BBDD4C}"
"736","53151","TOBACCO BEETLE","","","","{D88601BF-4581-478F-B539-BF3181609C1C}"
